PlaceName,PlaceNameModern,Latitude,Longitude,NameOfTraveler,YearOfTravel,Description,Citation,Hyperlink,Country,Region,Continent
"Washington, D.C.","Washington, D.C.",38.8903,-77.0036,Henry Latham,1867,"We went this morning over the Capitol, an enormous edifice still in progress; parts of it are continually built on to, and rebuilt, to meet the wants of the legislature. The two new white marble wings are very beautiful, and nearly complete, and the dome is on the same scale with them, and of the same material. The centre is now out of proportion since the wings were built, and is of stone, painted white to match the rest in colour and preserve it from the frost. If the South had succeeded in seceding, it might have sufficed; but now it is bound to grow, and Congress are going to vote the amount of dollars necessary to make the Capitol complete. When completed it will be magnificent. We are very unlucky in seeing these great marble palaces (for several of the public buildings of Washington are of this material) with the snow upon the ground. Against the pure white snow they appear dingy; under a summer sun they must show to far greater advantage. What ancient Athens appeared like, surrounding its marble temples, I can hardly realise; but the effect of the splendid public buildings in Washington is very much detracted from by the sheds and shanties which are near them. The builders of Washington determined that it should be a great city, and staked out its streets accordingly twice the width and length of any other streets: rightly is it named the city of magnificent distances. But although the Potomac is certainly wide enough, and apparently deep enough, to justify a certain amount of trade, and its situation is more central than that of Philadelphia, the town has never grown to fill the outlines traced for it. To make a Washington street, take one marble temple or public office, a dozen good houses of brick, and a dozen of wood, and fill in with sheds and fields. Some blight seems to have fallen upon the city. It is the only place we have seen which is not full of growth and vitality. I have even heard its inhabitants tell stories of nightly pig-hunts in the streets, and of the danger of tumbling over a cow on the pavement on a dark night; but this must refer to bygone times.","Henry Latham, Black and White: A Journal of a Three Months' Tour in The United States (London: Macmillan and Co., 1867), 58-9.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/03380/03380.pdf,United States of America,Noth Eastern Noth America,North America
Richmond,"Richmond, Virginia",37.5335,-77.4364,Henry Latham,1867,"Got a carriage driven by a nice intelligent negro, and drove out to see the lines. Those we saw consisted of a line of forts, encircling Richmond, earthworks, generally open to the rear, about two miles from the town, and about half a mile apart, each road approaching the town is also protected by earthworks. The most conspicuous weathercock in the town is a golden trumpet on the spire of one of the churches—no bad symbol of beleaguered Richmond, to which the wind brought tidings of war from whichever side it blew. Saw four turkey buzzards sitting on a rail, looking exactly like disreputable turkeys; they are the scavengers of this country. During the war time they are said all to have disappeared from Richmond, there was so much better feasting outside. When the Confederates marched out, the town was set on fire in the tumult. It was nobody's business or care to put it out, and according to our landlord, 1,244 buildings, valued at 3,000,000 dollars, were burnt. About one-half of the space cleared by the fire is now covered again with large handsome stores, said to be double the size of those they replaced. These are being built by Richmond men, but not by the owners of the former stores. Richmond is very different in appearance from any city we have passed through yet; it looks nearly a century older. You see in the suburbs a great many houses which look like the town-residences of well-to-do gentry. Some of these have large Grecian porticoes for shade, and others verandas, story above story, large enough to be in fact a set of open-air summer-rooms, showing that it is hot here sometimes, though cold enough at present.","Henry Latham, Black and White: A Journal of a Three Months' Tour in The United States (London: Macmillan and Co., 1867), 100-1.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/03380/03380.pdf,United States of America,South Eastern North America,North America
Atlanta,"Atlanta, Georgia",33.7565,-84.392,Henry Latham,1867,"At 10.30 a.m. we arrived at Atlanta. Here we come upon the track of Sherman's terrible march. He burnt Atlanta to the ground, leaving only two stores standing. The old wooden town is now nearly re-built of brick. We have now glorious summer weather; making us rejoice that we have postponed going north, where all the world is snowed up, and trains are being dug out of the drifts: many stories in the papers also of gales upon the eastern coast, and wrecks about Cape Hatteras, causing me to rejoice that we had not gone south by ship as proposed at one time. As we approached Atlanta the country became more cleared and cultivated. Sixteen miles before reaching it, our eyes were rejoiced by the sight of Stone Mountain, a bare granite bluff, the first hill we have seen in America. The whole coast-line, down which we have travelled, appears to be one level flat. A good deal of stone is being quarried here for the new buildings at Atlanta. The city of Atlanta seems to have no particular natural advantages, but derives its importance from being situated at the junction of four railroads, which run north to Chattanooga, south to Macon, east to Charleston, and west to Montgomery.","Henry Latham, Black and White: A Journal of a Three Months' Tour in The United States (London: Macmillan and Co., 1867), 129-30.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/03380/03380.pdf,United States of America,South Eastern North America,North America
Mobile,"Mobile, Alabama",30.6933,-88.0428,Henry Latham,1867,"Mobile seems to have suffered little from the war, except by impoverishment and stagnation of trade. It was one of the last places which surrendered to the North. Admiral Farragut defeated the Confederate gun-boats in Mobile Bay, and took the town without its passing through the ordeal of either burning or bombardment. The great devastation was committed by the inhabitants themselves, who now lament bitterly that, in clearing the ground for fortifications which were never used, they cut down the whole of the fine evergreen oaks and magnolias which formerly shaded the suburbs. We were driven to-day along the ‘Shell-road,’ which skirts the western side of the bay. Mobile oysters are beautiful when fried, and after death the shells are made into the smoothest of turnpike roads. Before the war this road ran through a wood of magnificent magnolias, which when in blossom used to fill the air with perfume. The part of the grove next to the town is all swept away, the trees which shaded the citizens' summer evening drive have been felled. Camellias grow here in the gardens, ten feet high; and roses and jonquils are in blossom. Palmettoes grow along the shore, and one house in Government Street had an orange-tree growing on the turf, covered with large dark-red oranges. Several of the best houses in Government Street are said to be tenanted by the former owners of blockade-runners; a trade in which the Jews largely embarked.","Henry Latham, Black and White: A Journal of a Three Months' Tour in The United States (London: Macmillan and Co., 1867), 145-6.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/03380/03380.pdf,United States of America,South Eastern North America,North America
New Orleans,"New Orleans, Louisana",29.9368,-90.0813,Henry Latham,1867,"New Orleans is called ‘the Crescent City,’ from its curving round a bend of the Mississippi. It contains about 200,000 inhabitants, and before the war was the chief market of the world for cotton, and the chief market of the United States for sugar. During the war, the market of New Orleans was closed. The year before the war, Louisiana could show 1,292 plantations under cultivation, producing 500,000 hogsheads of sugar. In 1864 there were but 180 plantations at work, and their production of sugar was but 6,750 hogsheads. Ninetenths of the sugar-cane raised in the U. S. is grown in Louisiana. Before the war, Cuba sent her sugars to New Orleans to be sold; at present they go to New York. The natural market is beginning now, as the Americans say, to ‘recuperate;’ and our walk on the Levée was very amusing.","Henry Latham, Black and White: A Journal of a Three Months' Tour in The United States (London: Macmillan and Co., 1867), 148.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/03380/03380.pdf,United States of America,South Eastern North America,North America
Quebec,"Québec City, Quebec",46.8101,-71.2218,John James Aubertin,1886,"As regards Quebec itself, after coursing it about, 20 I cannot speak of its great beauties. And one feature seemed to me to be offensive—the spurious glittering of tin roofs over many of the houses, and even of some otherwise solidly put together. The effect of this metal is even worse than that produced by corrugated iron. If you would insist on metal roofs, they should be of copper, both for durability and beauty. Copper lasts well, and soon takes on a most picturesque olive-green tint. A very striking effect of copper roofing may be realized in a view of Moscow, something very different indeed from that produced by the tin roofing of Quebec. Though I heard nothing but curious English and curious French among the general frequenters of the streets, yet there was something among many of them that reminded one, in their look and gait (though not particularly in their brogue), of Tipperary men.","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 20.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,Canada,Noth Eastern Noth America,North America
Montreal,"Montreal, Quebec",45.4955,-73.5755,John James Aubertin,1886,"The first view of this great city from the river struck me as being flat and smoky, and particularly so as coming immediately after Quebec. But this deficiency in aspect proves its superiority as a living and still growing city, the first sign of which is seen in its magnificent stone quays and its lines of warehouses. The immense quantity of wood, planked and stacked for sale, may be a common feature to a good many persons, but it was most surprising to me. We landed and found our way to the great Windsor Hotel, an enormous house, and here we found evidence of the Parisian having safely arrived before us by the presence of Captain Wylie, looking very bright and jolly, and very glad to see us. At this hotel I first realized the general features of the great hotels of the States, of which I shall have to speak by-and-by, so that I will not enter into particulars on the subject here. And if I were to begin to show how Montreal is a fine large city with fine large buildings, and with a very great number of churches, I might be met with the remark, “Of course it is.” But among the buildings most spoken of, I must confess that the yet incomplete Cathedral of St. Peter presented to me nothing that could recall what it is declared to intend to represent on a somewhat smaller scale—the great Basilica at Rome. If you would desire a fine and impressive view of the city, you must ascend Mont Real (or Mount Royal) behind, and survey the impressive scene, reflecting on all the wealth and commerce that is in active and constant movement among the thousands below, belonging to the largest and most important city of the Dominion. The well-wooded sides of the mountain itself, rising 700 feet above the river, are beautiful. Nor is it possible to overlook in the varied and extensive prospect the vast Victoria Bridge, striding across the river and connecting the city and Lower Canada with the New England States and New York—a connection which formerly was carried on by Lake Champlain and the Hudson. The name of the city as at present written shows a curtailment as well as a corruption of its original one, the full name having been La Ville Marie de Mont Real. But the pronunciation of the name emphasizes the corruption, for the last syllable must be broadened out (as weall know) to “all”—Montreall!","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 21-2.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,Canada,Noth Eastern Noth America,North America
Ottawa,"Ottawa, Ontario",45.4183,-75.7009,John James Aubertin,1886,"As, when I realized Montreal, I wondered why that city had not been chosen as the seat of government, so, when I realized Ottawa, I wondered how and why it had been. High in the air, in the distance, I first caught sight of the elaborate and pretentious Government Buildings,: and presently came to compare with their somewhat garish style and highly finished precincts the strangely opposite aspect of the city below and around them. Ottawa is vulgarly called “Slab Town,” and, disavowing for my own part the slightest possible of sneers which the name might be thought to convey, I cannot pretend to wonder at its application. Was there ever such an overwhelming labyrinth of heaps and stacks of lumber—that is, timber sawn for use—to be found anywhere else? And if you wish to view a scene of sawing industries that produce all this profusion, go to the Chaudiére, or Caldron Falls, and behold and hear the army of saws that are set in motion by the impatient waters of the Ottawa river, here narrowed by islands to a width of stone two hundred feet, and rushing down for some forty feet over the brows of a rugged slope of rock. This busy, noisy scene of saw and water is sufficiently impressive both to eye and ear, but all the natural wild and boisterous beauty of the Rapids is completely suffocated by the practical uses they are put to. In this point of view, the scene reminded me of Trollhättan Falls, on the river Gotha, Sweden, the wild beauties of which are likewise entirely spoiled by the invasion of the surrounding saw-mills.","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 32.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,Canada,Noth Eastern Noth America,North America
Chicago,"Chicago, Illinois",41.8793,-87.6286,John James Aubertin,1886,"That is a well-known name, and here is the well-known city that owns it. Samuel Rogers, in that somewhat faint but pretty book of his called “Italy,” says that when he waked in Rome he said to himself, “I am at Rome!” Let me be supposed to have said, “I am at Chicago!” The difference, I will confess, is very great, the sentiments aroused very opposite. But in this case Chicago may serve as a foil to the word “Rome,” and thus be all the more vividly shown forth for what it really is. A raw, crowded, noisy, daring, busy, bustling, thriving young republican city, affording a splendid scene and flourish of trumpets for the first drawing up of the curtain of a visit to the States. In this respect it is far more to the purpose than New York, which is upon the sea and at the very doorway of the country; whereas Chicago is some thousand miles inland from that city...As to the teeming city itself, it is in some places scarcely less perplexing than the Board of Trade, and I must leave it to describe itself by its well-known name: it is Chicago. You may readily traverse it, for there is an extensive construction of the endless cable tramway system, the steel rope being in constant movement, and the cars being moved or stopped by clipping or unclipping connection with the chain underneath, in the centre of the road, and running in an open groove. A very large post-office—all in movement, of course—holds its place in the city; and there are wide streets and narrow streets, and large buildings and small buildings; and (while I was there) every sort of advertisement, including, very ostentatiously, those of rival railway companies, competing one against the other at incredibly cheap fares for great distances, such as some of us may remember, but on a somewhat smaller scale, in the early days of our own English railway system. Chicago appears to deal in the superlative in all matters. Some fifty years ago, it was only a small Indian town. Going as far back as 1830, the report I have referred to gives its population as only 70. In 1850, it was 29,963. In 1885, it was estimated at 727,000. And this, in spite of two conflagrations: that of 1871 one of the most destructive on record anywhere. Its grain elevators and depôts are marvels. The water-works have been called one of the wonders of the world, and its parks are of magnificent extent. They are ten in number, and contain altogether more than 2000 acres, with many miles of carriage drives, besides those along the extensive boulevards. It claims to be the third manufacturing city in the States; stands next to New York in general commercial importance; and to be the greatest grain, live-stock, and lumber market in the world. Yet, says the report, “considering what must be the development of the vast States and Territories, not yet really populated, which must depend on Chicago for the outlet of their produce, we must stand amazed at the future which is spread out before this favoured city situated at the head of a mighty chain of inland seas a highway along which to distribute the multiform products of an immense region, and by which in return to supply the varied wants of an increasing civilisation.” Already twenty-six railways converge in the city.","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 55-9.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,United States of America,Noth Eastern Noth America,North America
Minneapolis,"Minneapolis, Minnesota",44.9771,-93.2666,John James Aubertin,1886,"In speaking of St. Paul, I must combine with it Minneapolis, at a few miles distant, both being in the State of Minnesota; the former its capital city, and both rival and rapidly advancing cities, at rather more than fourteen hundred miles from New York. The rapidity of the growth of these two cities, as officially reported, seems incredible. In 1860, the total population of the two was but 16,222; in 1884, it had grown to little short of 200,000; when I was there, each was claiming 150,000. There are only ten miles between them, and, in spite of their rivalry, a junction is predicted of the two into one. Anything in the shape of development appears to be possible in the States. The Americans have not only introduced new modes of spelling words, but they have given them a new meaning, and a very extended one in this instance. Nature, in the States, has permitted the junction of two elements which she has been justly charged with denying in other regions: a strong race with a strong land. Here she can give all she is properly asked for, and she is tolerably sure of being asked for everything she has to give. That by-and-by she will have a great many more to give to than she has now on her hands out here is a matter which must be left to the future to take care of. Both cities are on the Mississippi, which, in Indian language, signifies “The Father of Waters;” but it struck me that Minneapolis is the better placed of the two, because it can make more use of the mighty river than St. Paul can. I allude to the water-power at what are called the Falls of St. Anthony. It is round these falls that are constructed the gigantic flour-mills of Messrs. Pilsbury, which form the chief sight at Minneapolis, and where again figures of millions are put forward. In 1879, the millers there manipulated 7,514,364 bushels of wheat; and in 1885, the returns gave 32,112,840. Another calculation for 1885 is that the mills together are capable of delivering 33,973 barrels (of 60 lb.) per day; an amount said to be equal to the day's necessities of one-half of the population of Great Britain.","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 74-5.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,United States of America,Western North America,North America
Yellowstone National Park,"Yellowstone National Park, Wyoming",44.4185,-110.573,John James Aubertin,1886,"The enormous extent of the white formation, and the grouping of the projections whence the geysers from time to time play, must be unique in the world. All lies in front of the hotel, and it involves a very long walk to visit all the surface. The geysers, large and small, extending over this (so to speak) white territory, are said to be fifty in number; the large ones bear the several curious names of Old Faithful, the Bee-Hive, Castle, Splendid, Grand, Giantess, Giant, Lion, Lioness and Cubs, etc., etc. But herein. lies the great disappointment and drawback: they never go off altogether except in a picture. You may even lose days to see nothing but: the ridiculously named “Old Faithful;” and thus the impression of this visit to what we are told is the “grandest country, spectacularly, God Almighty has made,” and that it is “the Supreme Builder's own design and completion,” turns out disappointing. For our own part, we were not over-fortunate; Old Faithful, of course, we saw, for he goes off every seventy minutes or so, and is scarcely five minutes from the hotel. He is the mainstay of the visit, and yet, if you want to see the others, he at last begins to be almost a sort of nuisance. For ourselves, the first thing we heard on our arrival was that the Castle had just gone off, “about an hour ago,” and that the Grand had played “yesterday.” On the Saturday morning we were told that the Grand and the Giant had both been playing in the night; while the Beehive was disappointing everybody, as it had never been quiet for so long an interval. All that was accorded to us was a sudden call at supper on this last day, when some one came rushing in to say the large Cub had begun, and that the little one and the Lioness were sure to follow. And so they did; but the Lioness gave little more than a growl and lay down again, while the Cubs only behaved like cubs.","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 89-90.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,United States of America,Western North America,North America
Calgari,"Calgary, Alberta",51.041,-114.0268,John James Aubertin,1886,"And now, if Calgari by-and-by becomes a large city, I shall be able to say (if still alive) that I saw it in its very beginnings. I have certainly seen, in reality, a city trying to begin, and already the hotel, only partly built, is called “The Royal.” There is also a newspaper, and there are stores. Plenty of the well-known corrugated iron is converted into use, if not beauty. I verily believe, from all I could gather, that this spot, situated as it is in the northwest of Canada, with almost unbounded capacities for corn and cattle around, is destined to become the focus of an immense thriving population. The grazing lands are spoken of as embracing four thousand square miles. Cattle already abound. The beef I ate from the rude kitchen was excellent. Americans are coming in to secure land, and on the very day I was there one of them arrived for the purpose of “locating” five hundred
 horses. They have not yet any great building which they call their Law Courts, and if they
 cannot have anything better than the cumbrous and inconvenient lump of ugliness that
 now adorns the neighbourhood of our Temple Bar, God forbid they ever should have!","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 117.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,Canada,Western North America,North America
Portland,"Portland, Oregon",45.5519,-122.6353,John James Aubertin,1886,"At about twelve miles above the confluence with the Columbia, on the west bank, Portland is finely situated, and no other city can more vividly exemplify the effects of railway development. In the year 1870 it contained a population of only 1100; by 1880, as a result of the construction of the eastern section of the Northern Pacific line, and the approaching completion of the great transcontinental system, the number had increased to 23,000. But in 1883 the population was given as nearly 40,000. Although one hundred miles from the coast, Portland is virtually a seaport, and vessels of 3000 tons may be seen loading at its wharfs; and in the busy season a perfect fleet of merchantmen is employed in shipping the great wheat crop of Oregon to Europe. The trade in tinned salmon from the Columbia is also very large; but, considering the immense destruction that is going on amidst the almost fabulous abundance of this fish in all these western waters, it seems possible that this item of commerce may not be continuously so extensive. Its position is attractive and picturesque. “It is a novel experience,” writes Mr. Fee in his pamphlet, from which some of these particulars are taken, “to stand in the primæval forest which hugs the city closely on all sides, and look down upon the bustling activity of trade and pleasure. Here are the tall pines and the dark thicket; there the masts, the smoky chimneys, and the dusty streets.” From Robinson's Hill the view comprises the rivers and all the five mountains: Mounts Jefferson and Hood, in Oregon, and, to the north, Mounts Adams and St. Helen's, with Tacoma at a greater distance. There are many resident thriving merchants, whose villas bespeak their wealth and adorn the suburbs. The climate is commendable as partaking of the softness of the Pacific, in contrast with the harshness of the Atlantic Ocean; and it is customary to compare the two Portlands in this respect. Portland in Maine is of rather a lower latitude than Portland in Oregon, the former standing at about 43° north, and the latter at about 46°. But the difference between the two climates, in favour of the latter, is so marked, and was so often mentioned to me, that I offered the following distich:— While Portland, Maine, lies wrapt in snow, In Portland, Oregon, the roses blow.","John James Aubertin, A Fight with Distances: The States, The Hawaiian Islands, Canada, British Columbia, Cuba, The Bahamas (London: Kegan Paul, Trench & Co., 1888), 125-6.",https://tile.loc.gov/storage-services/service/gdc/lhbtn/01390/01390.pdf,United States of America,Western North America,North America
Delhi,Delhi,28.6517178,77.2219388,Alexander Burnes,1832,"In the end of December, 1831, I had the honour to obtain the final sanction of the Governor-general of India to proceed to Central Asia. I received my passports from his lordship at Delhi on the 23rd of that month, and proceeded by express to Lodiana on the frontiers, where I had the pleasure of meeting my fellow-traveller Mr. James Gerard, of the Bengal army. We here experienced many acts of kindness and assistance from Capt. C. M. Wade, the political agent, whose good offices I have to acknowledge with gratitude. The society of this, the most remote station of British India, also evinced an interest in our welfare which was truly gratifying. We took leave of it at a convivial party given for the occasion on the 2d of January, and on the following day bade a long farewell to such scenes, and plunged into the solitude of an Indian desert.We took the route that leads along the left bank of the Sutlege, till that river is joined by the Beas or Hyphasis.","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 2.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,India,Southern Asia,Asia
Lodiana,Ludhiana,28.12791,76.67864,Alexander Burnes,1832,"In the upper parts of the Sutlege, near Lodiana, the inhabitants are exclusively agricultural; but, after that river has been joined by the Beas or Hyphasis, the habits of the people are predatory. There they are known under the various denominations of Dogur, Julmairee, Salairee, &c. and by the general designation of Raat, and live in a perpetual state of opposition to one another. In the cultivated parts this country has the appearance of an extensive meadow. It is entirely free from underwood, and some of the wheat fields extend for miles without a hedge. The grain is raised without irrigation, though the water is but twenty-six feet from the surface. There are no trees except in the vicinity of the villages; and such is the scarcity of fuel, that cow dung is universally used in its stead. This is dried and stacked. The fire formed of it throws out a most powerful heat, which leaves the people no cause to regret the want of other fuel. The country below that stripe which fringes the river is known by the name of Malwa. It has a dry climate and soil, and produces gram and barley, with bajree and mut, which are exported to the Punjab.","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), .",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,India,Southern Asia,Asia
Manja,Manja,30.2930623,76.095289,Alexander Burnes,1832,"On the following morning we commenced our march across the “Doab,” between the Beas and Ravee (Hydraotes), which has the name of Manja. It is the highest portion of the Punjab east of the Hydaspes; a fact which is established by the eastern bank of the one river as well as the western one of the other being both elevated. The left bank of the Ravee is about forty feet high, and so is the right bank of the Beas. The wells are also much deeper than south of the Sutlege; here they exceed sixty feet, there they are not twenty-six. The soil is a hard, indurated clay, sometimes gravelly, producing thorny shrubs and brambles, called by the natives jund, khureel, and baboolCultivation depends upon the rain, and irrigation is by no means general. Herds of neelgaee roam over it. Ancient canals.In former years the Mogul emperors, seeing the comparative sterility of this tract, fertilised it by canals from the Ravee, which connected that river with the Beas. The remains of one of them may be yet traced at the town of Puttee, running down at right angles upon the Beas, though it has been choked up for the last 150 years. The district of Manja is celebrated for the bravery of its soldiers, and the breed of its horses, which would always entitle it to the patronage of a sovereign.","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 10.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,India,Southern Asia,Asia
Lahore,Lahore,31.5204,743587,Alexander Burnes,1832,"On the morning of the 17th we entered the imperial city of Lahore, which has once rivalled Delhi. We wound among its ruins; and, when yet three miles distant, were met by Monsieur Allard, and two natives of rank sent to welcome us. The Chevalier came in his carriage drawn by four mules, into which the Dr. and myself stepped, and drove to his hospitable mansion, where we alighted and took up our quarters. After the ceremony of receiving various friendly and formal messages from Runjeet, the native part of the deputation withdrew, leaving a profusion of the fruits of Cashmeer and Cabool as an earnest of the condescension of their master. In the evening, a purse of 1100 rupees was sent to us by the Maharaja; nor was it possible to refuse the money without giving offence.","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 16-33.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,Pakistan,Southern Asia,Asia
Kote,Kot,34.4931,71.7178,Alexander Burnes,1832,"Half-way across to the Chenab, we halted in a garden at Kote, the residence of one of Runjeet Sing’s colonels. It was an agreeable halting-place. It was not 100 yards square, but well stored with fruit-trees and flowers: most of the former were now in blossom, and an enumeration of them would give a favourable idea of this climate. They consisted of the peach, apricot, greengage, fig, pomegranate, quince, orange sweet and bitter, lime, lemon, guava, grape, mango, jamboo, bair, date, cardamom, almond, and the apple; with seven or eight other kinds,[42] of which I can only give the native names,—the gooler, sohaujna, goolcheen, umltass, bell, bussoora. The walks of the garden were lined with beautiful cypresses and weeping willows; and in the flower-beds were the narcissus, and rose-bushes of the “sidburg,” or an hundred leaves. Most of the trees and flowers are indigenous, but many had been introduced from Cashmeer; and a native of that valley was the gardener. The proprietor of this pleasant spot was absent: his villa was in disorder, and much neglected, since he is suffering from the avarice of his ruler. His son, a sharp boy of nine years old, paid us a visit, and repeated some lines of a Persian poet which he was reading at school. Little fellow, he is growing up to witness scenes of blood, at all events of alteration, in this land!","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 42.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,Pakistan,Southern Asia,Asia
Ramnuggur,Rasul Nagar,32.32724,73.779465,Alexander Burnes,1832,"We reached the banks of the Chenab, or Acesines, at Ramnuggur, a small town, the favourite resort of Runjeet Sing, and where he has often mustered his troops when proceeding on his campaigns beyond the Indus. It stands on a spacious plain for the exercise of his troops. The name of the place has been altered from Russool to Ramnuggur since the Mahommedan supremacy has been overthrown. The one name signifies the city of the prophet, the other the city of a god; nor is it remarkable that the name of the Deity should prevail.The “Doab,” between the Ravee and Chenab, is a little better cultivated, and more fertile, than that which we had passed. Its soil is sandy, and in its centre the wells are but twenty-five feet deep. Their temperature averaged about 70° of Fahrenheit. In the morning, vapour or clouds of smoke ascended from them, till the atmosphere was sufficiently heated to hide it. At this season the climate is cold and bleak, frequently rainy, and always cloudy. The wind generally blows from the north. Sugar.The sugar-cane thrives here; and they were now expressing its juice, which is extracted by placing two wooden rollers horizontally on the top of each other, and setting them in motion by a pair of oxen.","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 44-45.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,Pakistan,Southern Asia,Asia
Pind Dadan Khan,Pind Dadan Khan,32.5884,73.0435,Alexander Burnes,1832,"At Pind Dadun Khan we were met and welcomed by the authorities on the banks of the river. They presented us with a purse of 500 rupees, and some jars of sweetmeats. Pind Dadun Khan is the capital of a small district, and has a population of about 6000 souls. It consists of three small towns situated close to each other, and about four miles from the river. Its houses are like others in the Punjab; but their frameworks are made of cedar (deodar), which is floated down with the inundations of the river from the Hemilaya. The durability and fragrance of this wood recommend it for building of every description. We saw a cedar-tree lying on the banks of the Hydaspes, with a circumference of thirteen feet. On this river the Macedonians constructed the fleet by which they navigated the Indus; and it is a remarkable fact, that in none of the other Punjab rivers are such trees floated down, nor do there exist any where else such facilities for the construction of vessels","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 50-52.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,Pakistan,Southern Asia,Asia
Keora,Khewra,32.6305,73.011,Alexander Burnes,1832,"At the village of Keora, five miles from Pind Dadun Khan, we examined one of the principal mines. It was situated near the outside of the range, in a valley, which was cut by a rivulet of salt water. It opened into the hill through the red clayey formation above mentioned, at a distance of about 200 feet from the base. We were conducted by a narrow gallery, sufficient to admit of one person passing another, for about 350 yards, of which fifty may be taken as actual descent. Here we entered a cavern of irregular dimensions, and about 100 feet high, excavated entirely in salt. The mineral is deposited in strata of the utmost regularity, occurring, like the external rock, in vertical layers. Some of them, however, subtend an angle of from twenty to thirty degrees, and have the same appearance as bricks that have been placed upon one another. None of the layers exceed a foot and a half in thickness, and each is distinctly separated from its neighbour by a deposit of argillaceous earth about an eighth of an inch thick, which lies like mortar between the strata. Some of the salt occurs in hexagonal crystals, but oftener in masses: the whole of it is tinged with red, varying from the slightest shade to the deepest hue; when pounded, the salt is white. The temperature of the cavern exceeded that of the open air by twenty degrees, where the thermometer stood at sixty-four (in February). The natives state that these mines are much colder in the hot season; but this only shows that they undergo little or no alteration, while the heat outside alters with the season. There was no moist feeling, which one might have expected in a salt mine","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 53.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,Pakistan,Southern Asia,Asia
Julalpoor,Jalalpur,32.648,74.2121,Alexander Burnes,1832,"We marched up the right bank of the Jelum to Julalpoor for about thirty miles by a tract of rich land and great fertility. The husbandmen were mowing down the green wheat for the use of their cattle. The salt range runs parallel with the river, and presents a perfect contrast of desolation to its fertile valley; for it has no vegetation. Villages.Many villages, however, are perched upon the outer hills, which rise over one another in a picturesque manner. Nor are they more remarkable for their romantic situation than their comfort. We halted at one of them, which was neat and well kept, and lodged in a room which was about sixteen feet long, and half that breadth. It had cupboards and shelves, while the magazines for grain, which are formed[57] of earth, answered the purposes of tables. The whole buildings, both inside and out, are plastered with a grey-coloured earth, which gives them a cleanly appearance; and since these villages stand on the declivity of the hills, the rain washes down all that is disagreeable with it.","Alexander Burnes, Travels into Bokhara, (London: John Murray, 1834), 57.",https://www.gutenberg.org/files/58074/58074-h/58074-h.htm,Pakistan,Southern Asia,Asia
